ID,ID_Orden,Item_ID,Item,Categoria,Listo,Observacion
ORD-020-I14,ORD-020,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-020-I15,ORD-020,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-020-I16,ORD-020,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-020-I17,ORD-020,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-023-I01,ORD-023,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-023-I02,ORD-023,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-023-I03,ORD-023,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-023-I04,ORD-023,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-023-I05,ORD-023,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-023-I06,ORD-023,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-023-I07,ORD-023,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-023-I08,ORD-023,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-023-I09,ORD-023,I09,Escalera telescopica,VEHICULO,FALSE,
ORD-023-I10,ORD-023,I10,"Extension electrica, conos y senaletica",VEHICULO,FALSE,
ORD-023-I11,ORD-023,I11,"Documentos del vehiculo: permiso de circulacion, revision tecnica, seguro y TAG",VEHICULO,FALSE,
ORD-023-I12,ORD-023,I12,Tarjeta corporativa de combustible,VEHICULO,FALSE,
ORD-023-I13,ORD-023,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-023-I14,ORD-023,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-023-I15,ORD-023,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-023-I16,ORD-023,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-023-I17,ORD-023,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-024-I01,ORD-024,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-024-I02,ORD-024,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-024-I03,ORD-024,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-024-I04,ORD-024,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-024-I05,ORD-024,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-024-I06,ORD-024,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-024-I07,ORD-024,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-024-I08,ORD-024,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-024-I13,ORD-024,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-024-I14,ORD-024,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-024-I15,ORD-024,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-024-I16,ORD-024,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-024-I17,ORD-024,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-025-I01,ORD-025,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-025-I02,ORD-025,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-025-I03,ORD-025,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-025-I04,ORD-025,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-025-I05,ORD-025,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-025-I06,ORD-025,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-025-I07,ORD-025,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-025-I08,ORD-025,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-025-I13,ORD-025,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-025-I14,ORD-025,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-025-I15,ORD-025,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-025-I16,ORD-025,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-025-I17,ORD-025,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-026-I01,ORD-026,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-026-I02,ORD-026,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-026-I03,ORD-026,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-026-I04,ORD-026,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-026-I05,ORD-026,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-026-I06,ORD-026,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-026-I07,ORD-026,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-026-I08,ORD-026,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-026-I09,ORD-026,I09,Escalera telescopica,VEHICULO,FALSE,
ORD-026-I10,ORD-026,I10,"Extension electrica, conos y senaletica",VEHICULO,FALSE,
ORD-026-I11,ORD-026,I11,"Documentos del vehiculo: permiso de circulacion, revision tecnica, seguro y TAG",VEHICULO,FALSE,
ORD-026-I12,ORD-026,I12,Tarjeta corporativa de combustible,VEHICULO,FALSE,
ORD-026-I13,ORD-026,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-026-I14,ORD-026,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-026-I15,ORD-026,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-026-I16,ORD-026,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-026-I17,ORD-026,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-027-I01,ORD-027,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-027-I02,ORD-027,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-027-I03,ORD-027,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-027-I04,ORD-027,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-027-I05,ORD-027,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-027-I06,ORD-027,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-027-I07,ORD-027,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-027-I08,ORD-027,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-027-I09,ORD-027,I09,Escalera telescopica,VEHICULO,FALSE,
ORD-027-I10,ORD-027,I10,"Extension electrica, conos y senaletica",VEHICULO,FALSE,
ORD-027-I11,ORD-027,I11,"Documentos del vehiculo: permiso de circulacion, revision tecnica, seguro y TAG",VEHICULO,FALSE,
ORD-027-I12,ORD-027,I12,Tarjeta corporativa de combustible,VEHICULO,FALSE,
ORD-027-I13,ORD-027,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-027-I14,ORD-027,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-027-I15,ORD-027,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-027-I16,ORD-027,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-027-I17,ORD-027,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-028-I01,ORD-028,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-028-I02,ORD-028,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-028-I03,ORD-028,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-028-I04,ORD-028,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-028-I05,ORD-028,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-028-I06,ORD-028,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-028-I07,ORD-028,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-028-I08,ORD-028,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-028-I13,ORD-028,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-028-I14,ORD-028,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-028-I15,ORD-028,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-028-I16,ORD-028,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-028-I17,ORD-028,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-029-I01,ORD-029,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-029-I02,ORD-029,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-029-I03,ORD-029,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-029-I04,ORD-029,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-029-I05,ORD-029,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-029-I06,ORD-029,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-029-I07,ORD-029,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-029-I08,ORD-029,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-029-I09,ORD-029,I09,Escalera telescopica,VEHICULO,FALSE,
ORD-029-I10,ORD-029,I10,"Extension electrica, conos y senaletica",VEHICULO,FALSE,
ORD-029-I11,ORD-029,I11,"Documentos del vehiculo: permiso de circulacion, revision tecnica, seguro y TAG",VEHICULO,FALSE,
ORD-029-I12,ORD-029,I12,Tarjeta corporativa de combustible,VEHICULO,FALSE,
ORD-029-I13,ORD-029,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-029-I14,ORD-029,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-029-I15,ORD-029,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-029-I16,ORD-029,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-029-I17,ORD-029,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-030-I01,ORD-030,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-030-I02,ORD-030,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-030-I03,ORD-030,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-030-I04,ORD-030,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-030-I05,ORD-030,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-030-I06,ORD-030,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-030-I07,ORD-030,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-030-I08,ORD-030,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-030-I13,ORD-030,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-030-I14,ORD-030,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-030-I15,ORD-030,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-030-I16,ORD-030,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-030-I17,ORD-030,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-031-I01,ORD-031,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-031-I02,ORD-031,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-031-I03,ORD-031,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-031-I04,ORD-031,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-031-I05,ORD-031,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-031-I06,ORD-031,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-031-I07,ORD-031,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-031-I08,ORD-031,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-031-I09,ORD-031,I09,Escalera telescopica,VEHICULO,FALSE,
ORD-031-I10,ORD-031,I10,"Extension electrica, conos y senaletica",VEHICULO,FALSE,
ORD-031-I11,ORD-031,I11,"Documentos del vehiculo: permiso de circulacion, revision tecnica, seguro y TAG",VEHICULO,FALSE,
ORD-031-I12,ORD-031,I12,Tarjeta corporativa de combustible,VEHICULO,FALSE,
ORD-031-I13,ORD-031,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-031-I14,ORD-031,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-031-I15,ORD-031,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-031-I16,ORD-031,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-031-I17,ORD-031,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-032-I01,ORD-032,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-032-I02,ORD-032,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-032-I03,ORD-032,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-032-I04,ORD-032,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-032-I05,ORD-032,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-032-I06,ORD-032,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-032-I07,ORD-032,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-032-I08,ORD-032,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-032-I13,ORD-032,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-032-I14,ORD-032,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-032-I15,ORD-032,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-032-I16,ORD-032,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-032-I17,ORD-032,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-033-I01,ORD-033,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-033-I02,ORD-033,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-033-I03,ORD-033,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-033-I04,ORD-033,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-033-I05,ORD-033,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-033-I06,ORD-033,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-033-I07,ORD-033,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-033-I08,ORD-033,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-033-I13,ORD-033,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-033-I14,ORD-033,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-033-I15,ORD-033,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-033-I16,ORD-033,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-033-I17,ORD-033,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-034-I01,ORD-034,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-034-I02,ORD-034,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-034-I03,ORD-034,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-034-I04,ORD-034,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-034-I05,ORD-034,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-034-I06,ORD-034,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-034-I07,ORD-034,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-034-I08,ORD-034,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-034-I09,ORD-034,I09,Escalera telescopica,VEHICULO,FALSE,
ORD-034-I10,ORD-034,I10,"Extension electrica, conos y senaletica",VEHICULO,FALSE,
ORD-034-I11,ORD-034,I11,"Documentos del vehiculo: permiso de circulacion, revision tecnica, seguro y TAG",VEHICULO,FALSE,
ORD-034-I12,ORD-034,I12,Tarjeta corporativa de combustible,VEHICULO,FALSE,
ORD-034-I13,ORD-034,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-034-I14,ORD-034,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-034-I15,ORD-034,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-034-I16,ORD-034,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-034-I17,ORD-034,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-035-I01,ORD-035,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-035-I02,ORD-035,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-035-I03,ORD-035,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-035-I04,ORD-035,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-035-I05,ORD-035,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-035-I06,ORD-035,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-035-I07,ORD-035,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-035-I08,ORD-035,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-035-I13,ORD-035,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-035-I14,ORD-035,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-035-I15,ORD-035,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-035-I16,ORD-035,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-035-I17,ORD-035,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
ORD-036-I01,ORD-036,I01,Multimetro y pinza amperimetrica calibrados,BOLSO,FALSE,
ORD-036-I02,ORD-036,I02,"Crimpeadora, conectores RJ45 y tester de red",BOLSO,FALSE,
ORD-036-I03,ORD-036,I03,"Kit de fibra optica: fusionadora, pigtails y alcohol isopropilico",BOLSO,FALSE,
ORD-036-I04,ORD-036,I04,"Taladro percutor, brocas y tarugos",BOLSO,FALSE,
ORD-036-I05,ORD-036,I05,Set de destornilladores aislados y llaves ajustables,BOLSO,FALSE,
ORD-036-I06,ORD-036,I06,"Amarras, cinta aisladora y canaletas",BOLSO,FALSE,
ORD-036-I07,ORD-036,I07,Equipo de reemplazo ONT/router y repuestos menores,BOLSO,FALSE,
ORD-036-I08,ORD-036,I08,Notebook con software de puesta en marcha y respaldo de configuraciones,BOLSO,FALSE,
ORD-036-I09,ORD-036,I09,Escalera telescopica,VEHICULO,FALSE,
ORD-036-I10,ORD-036,I10,"Extension electrica, conos y senaletica",VEHICULO,FALSE,
ORD-036-I11,ORD-036,I11,"Documentos del vehiculo: permiso de circulacion, revision tecnica, seguro y TAG",VEHICULO,FALSE,
ORD-036-I12,ORD-036,I12,Tarjeta corporativa de combustible,VEHICULO,FALSE,
ORD-036-I13,ORD-036,I13,"EPP: casco, guantes dielectricos, lentes, zapatos de seguridad y arnes",PERSONAL,FALSE,
ORD-036-I14,ORD-036,I14,"Botiquin, agua y linterna frontal",PERSONAL,FALSE,
ORD-036-I15,ORD-036,I15,Celular con datos para reportar avance,PERSONAL,FALSE,
ORD-036-I16,ORD-036,I16,Guia de despacho y acta de conformidad del cliente,PERSONAL,FALSE,
ORD-036-I17,ORD-036,I17,Material de capacitacion enviado al cliente ANTES de llegar,PERSONAL,FALSE,
